frequency,amplitude,linewidth,frequency_sd,amplitude_sd,linewidth_sd,convergence,height,AIC,n,l
129.37983612957794,0.5825261332319019,0.004329096041422531,0.007020297905713071,0.3002219919619493,0.004891500518514407,0,24.950757390408516,14.459240508611401,NA,NA
129.41492846797698,0.47623989014008916,NA,0.003212961714673888,0.2700535764281201,NA,0,9.17206523093848,4.389678677227494,NA,NA
129.45278557268145,0.54187573744518025,NA,0.0015374543742957309,0.21789801360659972,NA,0,11.874491138451363,9.150338448660477,NA,NA
137.8310969022783,0.6376613787184282,0.004329096041422531,0.006380690196160493,0.21391411879033484,0.003967236481975913,0,29.897380191184457,39.96716864802147,NA,NA
137.8737319980634,0.5549398205431803,0.0019677709279193323,0.0018979726375558499,0.25468564951423933,0.0016946100465647798,0,49.81582947938783,19.94390181593917,NA,NA
138.15700736531142,0.4745780009476904,0.003951532094694179,0.003409525606611894,0.1852815175868743,0.00651622543296593,0,18.14261225546607,22.017074682029488,NA,NA
138.22182440286346,0.6671584735619001,0.004329096041422531,0.004889416924941786,0.28076596158203687,0.004506242035637207,0,32.72735589381708,36.10757744788498,NA,NA
138.25328629983238,0.5958177812712606,NA,0.002167306706857665,0.32298774335646446,NA,0,14.356299694905895,5.477090334487002,NA,NA
138.29665424074847,0.5206369154446489,NA,0.0023187959711922015,0.2629736554945096,NA,0,10.961891837599323,9.77027177724085,NA,NA
138.8028931770924,1.3772797639336956,NA,0.001519259003201703,0.5629360138477643,NA,0,76.71140358666786,8.976428618811042,NA,NA
142.8803912348312,0.7752047074078519,0.004329096041422531,0.005584130088766606,0.4799584243549567,0.006275418912905095,0,44.18610386666871,15.646585390190012,NA,NA
143.0204291765957,0.640640860834427,0.004329096041422531,0.0038580379878655913,0.2523798402082562,0.004619389065687375,0,30.177424814745777,34.72539479979241,NA,NA
143.32306599030997,0.6037880526518967,NA,0.0018856899589885382,0.29743548477998827,NA,0,14.742957938801956,16.619506436421943,NA,NA
144.90386552790224,1.0071965515951784,0.004329096041422531,0.004010970232501551,0.4273457016674042,0.005273255785742371,0,74.59013048322196,33.272646836157946,NA,NA
145.01684639018336,0.6676161345535898,NA,0.0031569840220043834,0.3765689073391869,NA,0,18.02474975018881,5.853587982834142,NA,NA
145.04400578086666,0.4246363738244523,0.004329096041422531,0.0026013143251019024,0.17216720931144044,NA,0,13.258283206330207,4.953153444886993,NA,NA
145.13116639869912,0.5496292660276543,0.004329096041422531,0.003555392471469408,0.22366231444103477,0.006825911093592428,0,22.212252692662513,18.188723167881108,NA,NA
146.88735045830427,0.4568479811570189,0.0019677709279193323,0.0019131228679004695,0.1999208154985035,0.00162521427555138,0,33.76128806209406,22.35061275942644,NA,NA
151.88531199523555,1.9694349230078396,0.004329096041422531,0.004423952429165311,0.9155438107479307,0.004146845311267146,0,285.191236443092,204.54419562619296,NA,NA
