parameter,mean,sd,Q16,Q50,Q84
Pn,22.91136738058486,2.6405763064783496,22.205438495758944,23.471299630923014,24.5432408906848
A1,10933.015662220732,3465.8212167424276,7923.407104723672,11946.267625949511,13482.035708186371
b1,1.3711439985050593,0.5854567601509242,1.0991884649317527,1.1757274437040286,1.4014310679779973
A2,616.4419973317157,22.12135911578478,600.8891425498658,619.115028255985,635.0944275934112
b2,42.46296253696454,1.2620084659763944,41.46357008597113,42.237115853651005,43.23029760552781
A3,119.26302269742416,3.940432859115009,115.49256846182227,119.38350878586299,123.07653798730414
b3,169.81884832067388,12.350494722008516,161.8689431235968,167.5144407485975,173.98762239550317
Pg,253.5347701505493,8.262739303855268,246.19327957371547,254.03845062936497,261.3079443103753
numax,168.7285000351991,0.32758872609302125,168.4133449252291,168.72018831619818,169.04331012247837
sigmaEnv,13.207230643030938,0.48906409794800804,12.80810849366001,13.197999265476708,13.614398217015486
lnprob,-211916.53753962892,82.20234492421342,-211899.86195774033,-211888.90564297733,-211886.6318548392
