parameter,mean,sd,Q16,Q50,Q84
Pn,103.6834833746035,5.771298270204044,102.29007026717242,105.05024144337337,106.95592303649953
A1,19257.2703825401,8461.83113009821,5450.151545202233,22565.707025180312,26131.754837435874
b1,1.1265218768197613,0.3693084137497872,0.8943328316208227,0.9535071359319492,1.6001113567146532
A2,593.0412776749015,23.238531169807878,571.1962675405202,594.5334863937567,615.1073506728073
b2,36.55724348369062,1.7712142250410654,35.59057799253121,36.82603410883201,37.90055238280247
A3,125.72228834685679,11.526533237496919,116.31152925591326,124.57227719410925,133.8397367450929
b3,145.18134568076312,28.05949835923533,129.42637583070191,137.86019942727958,151.18095087361525
Pg,259.84069976580776,26.03412859861119,247.11828819263587,266.2238424556031,278.44817355071166
numax,159.42694912505786,0.7129866612426663,158.9139297808288,159.51815667256707,160.02463068238325
sigmaEnv,12.557321932720207,0.9811640486609335,11.862577366592884,12.43560904039232,13.082527548859526
lnprob,-209543.5024314407,148.47829580928692,-209665.804964756,-209475.10401323397,-209472.41711372265
