parameter,mean,sd,Q16,Q50,Q84
Pn,30.829976217525537,0.29747349186715494,30.536414416781753,30.826260455859646,31.125855370228564
A1,7637.411442668306,848.2829565422403,6798.8814441569475,7581.931076760086,8463.41750872273
b1,1.8559930644219902,0.17060409658229306,1.6860812613294474,1.8501272663476256,2.027085506742871
A2,2100.198948576505,81.88104296882825,2018.5306118535555,2100.2948596756414,2180.7912050381424
b2,20.229234130311042,0.5918820653791651,19.64699197646894,20.214539881499984,20.83043518786839
A3,485.33836013811043,23.67811832549169,462.06666934580016,485.28754052701424,508.71641765413875
b3,66.24284161792973,1.0427045346932944,65.22386196993637,66.2210404150471,67.28085429462051
Pg,765.3099792492505,22.152399362875453,743.5743564622779,764.9363648719666,787.2039045509927
numax,78.23936332534925,0.22489192844944814,78.01334577213572,78.24431328170309,78.46322987413762
sigmaEnv,8.745197646395244,0.20127803144602943,8.545884918363344,8.740308151289826,8.945816471395911
lnprob,-207334.4538528772,2.2235588477134653,-207336.60103142177,-207334.12696307251,-207332.31312490313
