raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr005978435-80d_kepler_v1_cor-filt-inp.fits,5978435,3.881265207313247,1152482.58642857,54964.5121061681,56423.9923010552,1.000013999987904,283.20585286551733,TRUE,15.628205340689547,5.091234250102543,202.15847897759195,5.091234250102543,62741.34447397004,13046.887636012863,4.808912763285194,97.21027041341912,2177051.583112831,0.31160675328301546,120042.83355634478,2.9567776355594537,382.79937935386624,44.336642707824005,49710.42942365894,5.063412329925538,0.35938619079082335,-216385.05689021805,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
