parameter,mean,sd,Q16,Q50,Q84
Pn,73.84901180470801,0.6620072293033001,73.17629206690926,73.85291254288632,74.515154941507
A1,12657.87668144952,1713.2586524013736,10974.584640338639,12526.939245496647,14308.199898931716
b1,0.9678695846625903,0.08533763271602718,0.8850741890834772,0.967534477620592,1.050976485225127
A2,2156.880987930533,88.89962270674427,2068.501172504532,2154.345950821427,2244.7664306505476
b2,18.202394813137456,0.6871583842212987,17.522895743644415,18.20097259258832,18.87748459677485
A3,623.3411249276728,39.43542197857503,584.2039284997466,622.5374327090221,662.2986918929086
b3,56.512057834468436,1.360586728921088,55.16806865413517,56.49871479786895,57.84078406953909
Pg,949.421167438935,30.07674546520835,919.6950527602388,948.9090886239496,979.0464343806947
numax,69.24739270669315,0.22783831868355614,69.02077215346151,69.24855179796909,69.47633534639182
sigmaEnv,8.095733575946282,0.22364140734897414,7.875468141334269,8.090626523448929,8.31723045885733
lnprob,-204911.85139291573,2.2860282247544155,-204914.00758992828,-204911.50533184194,-204909.6695586805
