parameter,mean,sd,Q16,Q50,Q84
Pn,31.49822634142846,0.5848688317928893,30.917560976258926,31.496011816474528,32.08890273956407
A1,5802.825913574674,860.5003095625157,5111.309992980483,5833.574915444933,6573.406848541982
b1,1.3023003537494753,0.14811152912428283,1.183896156067764,1.283092556814371,1.4006314389537184
A2,974.5497427213356,25.938371050870945,948.8511912368301,974.4819872942049,1000.1964959531516
b2,33.814039187422985,0.742209106824168,33.08062173650095,33.81949004688114,34.54988465182806
A3,240.04528841635073,9.596330306698714,230.51789147398497,239.72965412965686,249.80107337664725
b3,112.66149936969308,2.664343270865711,109.98114514630828,112.70227189020518,115.3313407756703
Pg,455.27579261378963,11.748635696914363,443.67377145990196,455.08307730436724,466.9254574614138
numax,136.93369427423437,0.29055788109119157,136.65565914666848,136.91735820320594,137.20206085769902
sigmaEnv,11.848524691590368,0.28741984275083343,11.559648453584556,11.851980845103725,12.132989092176688
lnprob,-216950.18254233175,5.594344858678661,-216951.93190345608,-216948.91641956702,-216946.95108085888
