KIC,DPi1,q,eps_g,drot,incl,e_incl_pos,e_incl_neg,gehan_n_comp,gehan_dnu,gehan_numax,gehan_dpi,gehan_rot,gehan_rot_e,gehan_ncomp,rotation_flag,dpi_e,dpi_E,q_e,q_E,eps_g_e,eps_g_E,drot_e,drot_E,prime_kosts,pct_diff1,pct_diff2,pct_diff3,sing_frac,p1_frac,n1_frac
4842192,81.81,0.154,0.365,0.342,55.3,14.7,14.7,3,12.8,154.03,82.8,600,8.65,3,0,0.091262019969634,0.00652727069938,0.013198148468059,0.040801223275349,0.006480646313673,0.059494123185933,0.015563420360251,0.050004071903866,0.060700682338514,179.51,83.84,179.84,0.405040727453237,0.189173943455403,0.40578532909136
4756746,81.725,0.114,0.121,0.353,47,20.3,20.3,3,11.75,151.14,81.6,325,7.15,3,0,0.083684663246757,0.047606482173379,0.007920649684747,0.024051879995914,0.055112701320767,0.069182968476575,0.006253682729982,0.051329772843468,0.029490438358472,564.92,69.5,69.5,0.802534378906694,0.098732810546653,0.098732810546653
4848095,81.916,0.134,0.274,0.389,37.3,16.5,37.3,1,13.31,169.53,81.8,0,9.42,1,0,0.084371558354818,0.432101744105097,0.008568395351553,0.016124658200632,0.3618393697831,0.066716498678025,0.020286930240426,0.025952169297311,0.010370584161606,2398.39,374.02,102.58,0.834225510349601,0.130094365545619,0.03568012410478
4833419,73.072,0.11,0.265,0.209,68.1,21.9,9,2,7.59,79.95,72.7,215,1.31,2,2,0.019859160982506,0.044182972409217,0.0018688276425,0.020557776769215,0.015877710949126,0.002629257504277,0.010723161360947,0.007029386837117,0.103587723574421,6.32,330.23,189.94,0.012004026667173,0.627229387072879,0.360766586259948
4902442,80.78,0.153,0.15,0.361,54.2,10.2,10.2,3,13.34,169.45,81.1,775,6.61,3,0,0.034459429056454,0.101681514390108,0.023391654968262,0.010842263402421,0.069630756424639,0.035865385975206,0.012411912813827,0.032776529863366,0.046501818074472,12.97,346.25,312.35,0.019312953229001,0.515582887859791,0.465104158911208
4826423,71.633,0.106,0.245,0,21.7,9.2,21.7,1,7.57,81.94,71.6,0,11.62,1,1,0.028865823280469,0.125676457792167,0.039950892345573,0.005895852274074,0.247717811695497,0.066127080752782,0,0,0.037450999201874,0,0,0,,,
4904621,82.771,0.144,0.323,0,59.5,28,28,3,12.25,151.47,83.65,350,8.73,3,0,0.052880936343655,0.236012625358384,0.022936935342571,0.015498921622835,0.2316183478068,0.050109006367738,0,0,0.012379648692293,0,0,0,,,
4839278,70.716,0.059,-0.024,0,67.6,22.4,7.5,2,6.88,68.79,70.3,205,4.96,2,1,0.010730140689717,0.145166523264862,0.016359427211439,0.026067838996397,0.384233782914213,0.206703382957528,0,0,0.043177414430367,0,0,0,,,
4904166,76.663,0.146,0.099,0.377,74.4,15.6,7.5,2,9.84,108.27,76.6,370,3.14,2,0,0.007763151469604,0.027081820855244,0.007699289126678,0.018621354583294,0.043633202978022,0.005642105979917,0.006886490781286,0.009035466722338,0.046515533802161,1.77,422.63,249.2,0.002627672209026,0.627419833729216,0.369952494061758
4932704,81.048,0.139,0.101,0.283,59.3,14.8,14.8,3,12.92,159.69,80.8,270,0.99,3,0,0.015732209623778,0.039673477940511,0.009379563591283,0.013818851753889,0.016681834584018,0.017093796646432,0.015109537273829,0.01569728968128,0.01837941929752,324.07,340.84,42.21,0.45829562167666,0.482011539766942,0.059692838556398
4926689,80.052,0.147,0.283,0.26,58.6,16.6,16.6,3,13.04,166.88,80,270,8.35,3,2,0.088163469964258,0.057326394269666,0.013388749774077,0.010458686828613,0.043673297792961,0.090612853815946,0.017129091770562,0.023196218446724,0.097258317703712,6.28,214.42,306.94,0.011902054431052,0.406375559093321,0.581722386475627
4920600,75.989,0.116,0.132,0.451,78.1,11.9,6.2,2,9.26,101.12,75.6,200,6.16,2,2,0.052435047412331,0.043141248945531,0.010931387964092,0.048311166055609,0.028713935521996,0.120713620592876,0.046406045853726,0.011010795523302,0.042082198320901,679.71,108.2,51.65,0.809602649006622,0.128877030825671,0.061520320167707
4912918,75.802,0.142,0.194,0.346,73.7,16.3,8.3,2,9.28,102.28,75.7,340,2.03,2,3,0.02671272125545,0.003856338027148,0.02554699780792,0.004257801633382,3.80540216205205E-05,0.042472551506452,0.005086858820856,0.00575186711883,0.078489298889046,10.39,621.03,703.02,0.007786037588801,0.465386229429573,0.526827732981625
4928958,77.269,0.132,0.211,0.176,77.9,12.1,6.2,2,9.68,107,77.1,150,5.48,2,3,0.033468637134192,0.095809277408321,0.021951255966126,0.012656499005785,0.136106820641793,0.048773541113096,0.011203973849108,0.012310991937924,0.080808860418276,0,1542.24,802.08,0,0.657862407862408,0.342137592137592
4934133,74.68,0.111,0.203,0,55.6,9.1,9.1,3,8.6,91.25,74.7,285,3.34,3,1,0.040739883137462,0.011835750696534,0.021082889503772,0.034634374497585,0.018486415883341,0.059022980296214,0,0,0.036392879021721,0,0,0,,,
4953262,84.818,0.163,0.323,0.326,39.9,24.9,24.9,3,14.8,188.61,85.1,365,7.18,3,0,0.019997962870335,0.061077483680833,0.009174681600129,0.008297695721453,0.046516549470742,0.013952930115889,0.024506774433148,0.0141363876614,0.028314138176145,449.48,93.26,98.41,0.701052795757623,0.145457381268034,0.153489822974343
4952717,87.092,0.165,0.272,0.305,81.2,8.8,4.6,2,15.57,202.33,87.1,310,3.39,2,0,0.204509559792029,0.07713244962163,0.022465899098564,0.011646143542562,0.05762734636089,0.068614583511929,0.01172177565602,0.339990157588613,0.044880232866052,4.62,302.8,218.72,0.008780932831566,0.575512221081841,0.415706846086593
4989477,78.87,0.164,0.171,0.675,68.7,21.3,9.5,2,11.52,144.11,79,616,11.26,2,0,0.037021448305907,0.056156092878297,0.021204753054744,0.008874515557047,0.051033094607843,0.037787804043641,0.018774513498804,0.019263499401914,0.100983939260754,27.66,216.83,728.11,0.028439235040099,0.222938515319761,0.74862224964014
4995788,84.266,0.142,0.456,0,13.4,5.6,13.4,1,13.56,168.33,84.1,0,4.87,1,1,0.083424210127106,0.159203154543846,0.033622058011606,0.044431160035554,0.095221786578441,0.043991635865456,0,0,0.026387495596859,0,0,0,,,
5002732,86.62,0.149,0.2,0.373,71.4,10.1,10.1,3,15.29,192.05,86.3,340,5.55,3,0,0.032769259966088,0.273836482902553,0.04452330425961,0.0510361827807,0.186721260848929,0.011997736941016,0.068562632478302,0.049237685076157,0.046939660987501,104.38,284.57,279.31,0.156196689911112,0.42583724897495,0.417966061113938
5000089,81.38,0.137,0.2,0.229,24.7,10.5,24.7,1,13.23,163.35,81.3,0,6.9,1,0,0.10184449984267,0.269770975898894,0.040559109030232,0.051664747407744,0.215234177605274,0.070003730487378,0.118101340396841,0.075589127192711,0.023206702718899,348.92,25.24,39.59,0.843311178247734,0.061003021148036,0.09568580060423
5083853,86.88,0.146,0.286,0,32.3,14.1,32.3,1,16.2,208.25,86.7,0,8.07,1,0,0.057136521305807,0.007943270083516,0.004874629989855,0.008267424385413,0.00281177099941,0.04214587219073,0,0,0.023578054199901,0,0,0,,,
5003549,80.506,0.144,0.229,0.41,35.3,16.5,16.5,3,12.6,154.08,80.5,405,7,3,0,0.195792640185928,0.301692729020274,0.015178972330019,0.012869307622478,0.376485301514122,0.034555387823038,0.043361849092957,0.022854438206886,0.015218251723461,1483.95,29.22,54.16,0.946801247982237,0.018643170232178,0.034555581785584
4991732,90.11,0.124,0.094,0.19,72.4,17.6,7.3,2,8.58,104.96,89.9,175,7,2,3,0.045821342641148,0.065013335164181,0.009704507911018,0.025281151563007,0.064669236315855,0.046929636708099,0.011416215657911,0.016251202172236,0.129256493443832,18.34,371.48,351.22,0.024749001403433,0.501295476627443,0.473955521969125
5006817,77.524,0.138,0.193,0.455,66.4,9.6,9.6,3,11.68,145.13,77.3,440,5.66,3,0,0.022290450014722,0.093396480739187,0.016165763553185,0.009053110848253,0.107535284177413,0.016875255114794,0.014083908872341,0.021965290288724,0.050955730193606,43.66,763.06,338.65,0.038118686537975,0.666212664903044,0.295668648558981
5080831,90.145,0.167,0.217,0.381,50.8,17.7,17.7,3,17.27,238.06,90.8,520,5.11,3,0,0.098489641923209,0.020674026963704,0.00836449801438,0.010654117948823,0.009199255279075,0.052141128775984,0.043889378053872,0.022029268715003,0.021730514492606,77.86,99.21,99.21,0.281815549442594,0.359092225278703,0.359092225278703
5019587,68.944,0.128,0.011,0,37.1,16.4,37.1,1,6.81,72.08,68.9,0,5.71,1,1,0.035849161671379,0.091999001953667,0.025682210411206,0.054740810991775,0.110296670505398,0.037121601391896,0,0,0.027360462493993,0,0,0,,,
5016549,70.353,0.131,0.072,0.335,47.1,10,10,3,8.73,99.03,70.3,340,4.31,3,2,0.031228314218737,0.051009157917605,0.01560625657955,0.009893447609363,0.059433838333767,0.08343849976082,0.009806852546164,0.025324424345669,0.033275847948683,828.48,51.46,82.38,0.860919444675368,0.053474935572367,0.085605619752265
5035304,78.583,0.138,0.136,0.533,76,14.1,7.3,2,11.5,139.69,78.5,530,2.69,2,0,0.01705988423474,0.057736658634113,0.007024139061669,0.014517117557272,0.068005081464651,0.015679060997116,0.015575701005059,0.020732184663596,0.114990591281223,0.45,582.45,1224.65,0.000248955768858,0.322231750159055,0.677519294072087
5034206,79.072,0.128,0.192,0.361,61,13.6,13.6,3,11.97,148.03,79.1,350,3.41,3,0,0.235703701713135,0.040807650353898,0.018193191095569,0.017162412021468,0.017133721508427,0.260175000556683,0.040209015344093,0.035383098711157,0.085287982149949,166.47,559.56,443.95,0.142284483495444,0.478264585719414,0.379450930785142
5105354,77.457,0.128,0.164,0.352,30.3,13.1,30.3,1,11.77,147.32,77.4,0,10.6,1,3,0.044658012102957,0.02878377717002,0.011014629621437,0.015532141027703,0.03468731372746,0.043034640973215,0.04809028009341,0.055248581253747,0.025042856348513,1077.36,39.05,81.49,0.899373904332582,0.032598714416896,0.068027381250522
4997023,67.865,0.102,0.349,0,66.2,23.8,9.8,2,5.21,52.36,67.5,100,6.8,2,2,0.002536273744084,0.043966047485441,0.014777728332747,0.024908525700268,0.097264925494234,0.000978649206852,0,0,0.053474244916104,0,0,0,,,
5107886,75.341,0.15,0.075,0.316,68,10.9,10.9,3,9.37,110.27,75.2,310,3.52,3,2,0.011306898321834,0.07032416632515,0.025416735898273,0.015775101417406,0.092788676408202,0.024547408509535,0.017235415834072,0.023231910667269,0.117277067047051,0,256.05,609.19,0,0.295929453099718,0.704070546900282
5109052,74.687,0.12,0.434,0,35.4,15.6,35.4,1,8.44,88.42,74.6,0,5.68,1,3,0.044466030260352,0.079102532420109,0.036076946289765,0.025707071614913,0.064050783970088,0.010144988279948,0,0,0.023375042613662,0,0,0,,,
5110453,85.61,0.169,0.307,0.298,42,16.8,16.8,3,14.86,181.71,85.6,290,5.82,3,3,0.1132450541906,0.439032138152996,0.047486510951515,0.086860119343762,0.350882465205942,0.073609183911401,0.147997649381895,0.07485675655401,0.017072372086483,688.85,55.53,59.77,0.856618790026736,0.069054280917739,0.074326929055525
5109878,78.109,0.148,0.237,0.296,71.8,18.2,10.3,2,11.3,134.83,78,305,7.7,2,3,0.091170014734487,0.028186195616456,0.019209613871611,0.01174171892058,0.02640625169624,0.113919991037918,0.019109660280274,0.01388137648074,0.131463210497921,0,553.74,876.84,0,0.387073774273372,0.612926225726628
5112072,92.313,0.176,0.079,0.384,63.3,12.9,12.9,3,10.08,125.26,92.1,320,8.87,3,2,0.083385965126709,0.149386295424478,0.03314784895444,0.017357584845423,0.117147291828876,0.062906983538471,0.063575966445497,0.054360757494125,0.116074745455773,0,223.32,173.43,0,0.562873345935728,0.437126654064272
5111718,88.426,0.147,0.155,0.431,68.1,21.9,8.4,2,10.59,136.07,88.3,405,5.01,2,2,0.064212054930081,0.029023109131984,0.001729849138507,0.014069886004888,0.018697736095512,0.067939188752702,0.008995666035231,0.015700685084696,0.100227214058363,30.99,408.35,314.66,0.041100795755968,0.54157824933687,0.417320954907162
5129236,84.25,0.142,0.342,0.359,70.8,19.2,11,2,13.93,177.6,84.2,340,9.58,2,0,0.008555151991672,0.012152350819918,0.00424496482296,0.008666987167574,0.005507580690345,0.006263751763071,0.012275463553078,0.000610321717923,0.098953916698183,0,564.9,1071.15,0,0.345282845878793,0.654717154121207
5172427,85.862,0.152,0.137,0.319,75.2,14.8,6.9,2,14.59,184.86,85.8,270,3.54,2,0,0.067585773863044,0.187678240219682,0.017934129515826,0.009864426379634,0.13749148135268,0.059389460521586,0.038482821799486,0.011475583798074,0.026852696424505,6.99,265.94,218.94,0.014211072031228,0.540671315591518,0.445117612377254
5199978,85.6,0.164,0.293,0,19.8,8.4,19.8,1,14.62,180.66,85.2,0,3.36,1,0,0.104867832305231,0.295876785207952,0.018618092688928,0.000450061388441,0.214176929774014,0.070858328973171,0,0,0.00663714021145,0,0,0,,,
5168382,89.409,0.219,0.238,0.489,61.4,15.3,15.3,3,16.98,212.73,89.3,480,3.64,3,0,0.026359639843548,0.098005577057933,0.079506109637564,0.037892619964732,0.063935337820072,0.013190606243348,0.04010012165485,0.037594681239069,0.035401989909275,360.32,149.88,158.1,0.539159060302259,0.224270537183899,0.236570402513841
5197031,83.754,0.157,0.138,0.396,71.7,9.2,9.2,3,13.85,168.91,83.5,425,6.87,3,0,0.042022160832403,0.130393000156701,0.007532081374651,0.085010167673192,0.12281196938242,0.026816159231422,0.005978937504231,0.084044990400612,0.061426507212773,0,315.84,139.93,0,0.692981108892643,0.307018891107357
5176520,82.134,0.153,0.159,0.29,79.4,10.6,6,2,12.83,152.63,82,300,3.27,2,3,0.008886447048027,0.210596348642724,0.007894168750996,0.028432744085021,0.188842554683009,0.005563480114284,0.016872923003131,0.026730436403934,0.103465130427182,0,2951.74,2894.57,0,0.504889408875,0.495110591125
5252534,84.385,0.15,0.206,0.333,40.9,10.2,10.2,3,13.95,169.96,84.4,335,6.76,3,0,0.020742926862525,0.015326402572839,0.001733822689439,0.007453343390655,0.006915124449871,0.018379597692526,0.010385071686935,0.007445244668994,0.030896692256576,234.91,747.45,234.91,0.192981014893984,0.614037970212032,0.192981014893984
5208343,79.34,0.142,0.257,0.28,28.1,12.1,28.1,1,11.01,125.45,79.5,0,9.09,1,0,0.028856173458124,0.098908318670837,0.005775750247421,0.010441725841091,0.123047946750881,0.028959463678732,0.089190488500794,0.028265603540552,0.01495584801769,1591.5,70.26,70.26,0.91886929712128,0.04056535143936,0.04056535143936
5206349,76.059,0.16,0.122,0.315,73.2,16.8,6.1,2,9.86,104.66,75.9,315,4.5,2,3,0.016344190886983,0.008634139238751,0.008723727557194,0.014381434336096,0.009137841865599,0.022116386332513,0.008967401224551,0.008242080504339,0.074687132294212,16.19,536.38,559.62,0.01455686528381,0.482273712225429,0.503169422490761
5214140,74.702,0.148,0.143,0.38,79.2,10.8,5.5,2,8.64,88.94,74.5,370,3.7,2,3,0.021132240917837,0.027344841855694,0.00970209395751,0.006977784524737,0.004795013120118,0.006762050570762,0.015665199605741,0.023123582561917,0.069426154163428,0,192.29,296.48,0,0.393416126194325,0.606583873805676
5215820,70.814,0.122,0.216,0,21.1,8.9,21.1,1,7.72,85.54,70.7,0,4,1,2,0.003308689664905,0.132773866624689,0.022346084769456,0.032146112073487,0.258472236304119,0.004975628259882,0,0,0.081910457416069,0,0,0,,,
5215099,70.065,0.09,-0.199,0.187,70.2,19.8,8.3,2,7.12,77.84,70,190,8.73,2,1,0.015505870681537,0.019661552273263,0.011594897674043,0.008744463583416,0.048033592975093,0.008897771959042,0.012867607757883,0.010007855518217,0.067176881157137,0,274.89,122.73,0,0.691338463859967,0.308661536140033
5255835,72.187,0.156,0.002,0.346,55.5,11.2,11.2,3,7.85,77.4,75.7,170,8.77,3,2,0.018571576964192,0.007942081617969,0.007936034603694,0.009441910842337,0.008884932697477,0.042241948493961,0.006915574721359,0.009316063225696,0.036087747818427,103.95,122.01,122.01,0.298732649366325,0.350633675316838,0.350633675316838
5254812,73.795,0.121,-0.041,0.392,65.9,11.5,11.5,3,8.5,90.09,73.6,380,6.46,3,2,0.090705390936421,0.022130946910394,0.014019665578201,0.079407036383263,0.020950696204896,0.17664630616781,0.052174855542662,0.00860298964883,0.075201959130791,31.55,104.68,149.43,0.1104459847371,0.366449625428831,0.523104389834068
5266369,72.737,0.137,0.084,0,23.7,10.1,23.7,1,8.07,84.32,72.7,0,7.13,1,1,0.012397556374126,0.089891185975375,0.026325974318918,0.035593881246363,0.185638973057178,0.028462259715674,0,0,0.025187466907809,0,0,0,,,
5285490,73.919,0.124,-0.187,0,37.6,16.6,37.6,1,7.65,87.58,73.7,0,7.71,1,2,0.041607095374729,0.064487510032166,0.01920972965678,0.031737832273733,0.081295132442963,0.108616076524277,0,0,0.056245625039698,0,0,0,,,
5295846,83.726,0.179,0.125,0,31.8,13.8,31.8,1,14.54,184.27,83.5,0,2.17,1,3,0.39156418935417,0.103465150753024,0.047104764167396,0.09491135033907,0.124342071368961,0.125470530340491,0,0,0.02521977739661,0,0,0,,,
5284948,80.674,0.156,0.222,0.463,63.9,15.9,15.9,3,12.62,154.76,80.8,450,6.35,3,0,0.007328219226437,0.103470514905595,0.006367548922876,0.0120494791939,0.097720720264621,0.006963361221723,0.014952425209742,0.01199774855223,0.059593941300655,2.09,462.31,775.76,0.001685266417236,0.372782544187847,0.625532189394917
5305945,76.196,0.141,0.189,0,30.8,13.3,30.8,1,9.4,100.14,76.2,0,1.61,1,3,0.019085508126139,0.137104350300916,0.029114700350619,0.032797124501907,0.228525044950426,0.023081452311704,0,0,0.011249400705832,0,0,0,,,
5340189,84.171,0.141,0.205,0.399,69.3,12.3,12.3,2,14.68,188.88,83.7,205,6.25,2,0,0.015929531857054,0.088056149977305,0.008823675545357,0.00480327897082,0.068891710862732,0.009675608963164,0.011177198755003,0.026447060151304,0.022079439311338,887.29,222.8,212.11,0.671070942368779,0.168507033731659,0.160422023899561
5306751,74.431,0.164,0.092,0.401,72.9,17.1,7.1,2,8.77,89.91,74.3,400,5.21,2,3,0.08164939392141,0.012665488885631,0.038551420596508,0.086024555020131,0.007384410949801,0.086552753424734,0.019326461358668,0.005869623792187,0.044222691805925,0,261.66,173.82,0,0.600854229815376,0.399145770184624
5290047,76.241,0.138,0.209,0,32.6,14.2,32.6,1,10.31,120.05,76.1,0,1.5,1,3,0.010725434979548,0.115167862875566,0.020302177025796,0.024404919235896,0.15089842468888,0.004977917619188,0,0,0.018797030778112,0,0,0,,,
5341746,84.419,0.179,0.162,0.327,61.4,28.6,8.9,2,15.09,193.51,84.4,330,8.48,2,0,0.232052568814808,0.036437780581451,0.006867885158421,0.037609066473593,0.026099725277117,0.062219203897219,0.095096150084888,0.161622897764806,0.069357065886767,39.69,391.21,403.68,0.047556854945002,0.468750748879676,0.483692396175322
5345094,80.01,0.133,0.19,0.326,25.6,10.9,25.6,1,12.14,149.32,79.9,0,3.53,1,3,0.064793147562782,0.076140124240681,0.025636316091731,0.008635484750057,0.089989032950102,0.04109363235996,0.041851042158248,0.029877450433906,0.029608282632299,1250.55,48.05,162.03,0.856171651958401,0.032896763725242,0.110931584316357
5308777,70.374,0.165,0.194,0.469,67.9,22.1,7.8,2,7.78,85.79,70.4,465,5.69,2,2,0.015681191222853,0.036858600518627,0.002162074409017,0.022586107084106,0.046778803826997,0.019525947059643,0.031706839377689,0.013554510858654,0.089216533523496,26.09,192.52,221.22,0.059318373007753,0.437714571539004,0.502967055453243
5340720,75.546,0.143,0.014,0.431,74.9,15.1,7.2,2,8.98,95.13,74.9,225,5.25,2,0,0.002963630203652,0.043053802412047,0.009667171280997,0.006532332733006,0.066569675068797,0.007209085272269,0.015462427984881,0.005912358052656,0.035484126186927,633.34,76.83,114.03,0.768429992720214,0.093217665615142,0.138352341664645
5343454,75.486,0.172,0.303,0.629,68,22,8.2,2,10.05,116.41,75.6,605,4.84,2,0,0.026079756566745,0.06434020527891,0.011372605391838,0.019180670641233,0.085181730932299,0.048435479583367,0.020812722612267,0.008643292938105,0.086693498268882,4.47,241.31,297.25,0.008231589414949,0.444376922085336,0.547391488499715
5356201,85.713,0.145,0.237,0.427,53.4,12.6,12.6,3,15.86,207.6,85.6,445,4.9,3,0,0.035377353683728,0.274610059431254,0.022156666677823,0.012727632683396,0.162955761960877,0.021114203399972,0.044837352323859,0.029761630535203,0.052031133771698,510.46,94.96,335.33,0.542609619984055,0.100940738772256,0.356449641243689
5371756,75.465,0.129,0.198,0,30.9,13.4,30.9,1,10.08,117.3,75.4,0,2.3,1,1,0.075087958831318,0.096689384638381,0.015427814521936,0.025675812046534,0.123560714818742,0.12358206310423,0,0,0.0124232455876,0,0,0,,,
5371124,90.133,0.197,0.27,0.499,78.5,11.5,6.3,2,17.54,215.4,90.2,585,9.92,2,0,0.004239940028555,0.07688543352856,0.005189512938092,0.002928969511906,0.040550358202457,0.004168309567523,0.002127305646635,0.00099965004385,0.077000723470551,0,352.13,369.59,0,0.487903896247852,0.512096103752148
5377645,86.204,0.15,0.171,0,32.8,14.3,32.8,1,16.91,224.5,86.1,0,7.74,1,0,0.014831154756294,0.147312584058938,0.004034818757282,0.019219432107859,0.081749050063397,0.010254271137474,0,0,0.024277916273764,0,0,0,,,
5372224,76.2,0.121,-0.35,0,34.4,15,34.4,1,10.28,122.26,76.1,0,3.59,1,0,0.172792327466425,0.013612705819611,0.015637685678723,0.039289711192352,5.33898452792503E-06,0.221276156999382,0,0,0.017771496533504,0,0,0,,,
5370902,74.896,0.132,-0.166,0.465,72.9,17.1,6.3,2,10.15,120.01,74.8,460,9.29,2,3,0.049924440658202,0.018806436875707,0.009475755736256,0.018749883042067,0.023153012413557,0.066535450356103,0.014383620338118,0.015442086607531,0.103476476065751,0,353.92,316.91,0,0.527585230237169,0.472414769762831
5384777,87.855,0.185,0.342,0.245,60.7,12.6,12.6,3,16.26,207.88,88,240,0.58,3,0,0.175743164097725,0.268404064995678,0.059844443490552,0.054507823001429,0.187214351939953,0.065014774312689,0.070764939522391,0.077014073970276,0.038869290507063,132.45,82.7,166.4,0.347136679334294,0.216747477394837,0.436115843270869
5350163,72.333,0.103,-0.219,0,34.6,15.2,34.6,1,6.71,75.14,72.1,0,5.89,1,2,0.067352692781654,0.055600543002811,0.017388710155715,0.041981647445125,0.175885783654145,0.112360440559208,0,0,0.063461126643455,0,0,0,,,
5364240,68.858,0.113,-0.017,0,32.5,14.2,32.5,1,6.8,70.17,68.8,0,4,1,0,0.007459070998053,0.127476532896125,0.014681132393874,0.046933770566602,0.292487196897517,0.073135808829061,0,0,0.026749166389974,0,0,0,,,
5390372,83.944,0.17,0.132,0.279,57.7,12,12,3,13.91,169.68,83.7,290,5.5,3,0,0.118994600644172,0.027205823687353,0.023055155940508,0.032690296683642,0.021105478708816,0.088370412839185,0.052176483429625,0.012933347992256,0.055762389779314,129.75,347.53,347.53,0.157308956001988,0.421345521999006,0.421345521999006
5389263,82.857,0.15,0.256,0.576,31.7,13.8,31.7,1,12.85,153.99,82.7,0,12.78,1,0,0.096383353571966,0.308488925914631,0.014951226676516,0.041722593150324,0.343823516847626,0.097772933451302,0.053516787475854,0.046780977238093,0.008967399236857,2946.87,51.25,12.63,0.978782695341692,0.017022336627086,0.004194968031221
5429842,86.205,0.159,0.282,0,49.6,18.8,18.8,3,15.04,190.38,85.82,760,9.82,3,0,0.015607611953499,0.134540166160548,0.003704003368603,0.012732452469114,0.095420164342317,0.00957338170272,0,0,0.004706509376578,0,0,0,,,
5380775,78.336,0.11,0.132,0.496,70.3,19.7,6.2,2,5.97,65.03,78.1,490,8.01,2,2,0.009653430253834,2.09882828983154E-06,0.092723054284484,0.111243334807275,0.010352645259252,0.048074408834087,0.008198795458207,0.003023511633012,0.120272443874361,15.92,36.41,41.6,0.169487916533589,0.387629085489194,0.442882997977217
5428360,74.34,0.138,0.145,0.34,65.1,13,13,2,8.66,95.91,74.2,335,5.6,2,0,0.042454411938934,0.01999615612668,0.008779137832702,0.023635524824417,0.043627299575625,0.05970106360478,0.015502801306795,0.01763195300211,0.050035550391745,0,419.16,229.49,0,0.646203653742388,0.353796346257612
5457703,78.391,0.131,0.177,0,27.6,11.9,27.6,1,10.43,118,78.3,0,9.73,1,0,0.043900330514021,0.057306201894676,0.02310857795597,0.02586860467222,0.079136389674378,0.048137019966483,0,0,0.019430614543057,0,0,0,,,
5385518,79.536,0.119,0.291,0,72.5,17.5,6.8,2,5.31,56.66,80.5,425,5.83,2,3,0.086664759119103,0.048560328499548,0.03653059961565,0.046051536300783,0.026293808918297,0.01514816225433,0,0,0.064282200830227,0,0,0,,,
5450937,72.931,0.157,0.147,0.31,62.2,11,11,3,8.06,84.11,72.8,300,6.9,3,0,0.005275796124579,0.006836452521569,0.0039278631606,0.004816986241686,0.015903932032453,0.01055342427179,0.004353689149164,0.002707173354597,0.058048824154881,57.89,243.39,153.94,0.127169280787312,0.53466455779623,0.338166161416458
5461779,78.351,0.113,0.136,0.385,40.4,13.1,13.1,3,10.13,115.96,78.2,375,4.5,3,2,0.003112466965874,0.09669468957857,0.041357780385034,0.101314687354178,0.076153376911434,0.001392073163201,0.045661481530922,0.006691286481399,0.072758931412133,493.68,65.55,130.37,0.715893271461717,0.095055104408353,0.18905162412993
5513771,84.839,0.167,0.232,0,25.9,11.1,25.9,1,14.39,173.42,84.7,0,7.34,1,0,0.007866974088486,0.076339091673319,0.005614251812395,0.004670569459636,0.060672381050393,0.008558631639717,0,0,0.006930098081822,0,0,0,,,
5470218,83.206,0.158,0.051,0.371,60.4,14.2,14.2,3,13.65,168.83,82.7,365,4.68,3,0,0.022189380013074,0.007178978059258,0.009571357998453,0.006539596893049,0.007093157843336,0.011739043983972,0.02188490652115,0.025110171922166,0.053488758250753,114.48,92.36,346.11,0.207034994122434,0.167031377158875,0.625933628718691
5461921,72.783,0.152,0.117,0.244,39.8,19.7,19.7,3,8.2,83.98,73.4,320,7.83,3,2,0.05302674757759,0.036428157004252,0.009134785301852,0.038674799823906,0.074626783792817,0.098523551053242,0.009961021766872,0.015158991448295,0.100508507898959,9.77,122.43,186.4,0.030665411173886,0.384274952919021,0.585059635907094
5514689,84.367,0.135,0.236,0,38.2,16.9,38.2,1,14.06,166.46,84.1,0,1.43,1,0,0.053698976076802,0.106017025926789,0.022143446523574,0.035188695410303,0.090117117875347,0.049982022516218,0,0,0.024087724963959,0,0,0,,,
5513434,81.154,0.105,-0.143,0,39,17.3,39,1,10.38,130.84,80.7,0,8.87,1,2,0.072833932696383,0.046261352915281,0.00628863081336,0.033002723455429,0.052183382464047,0.085591850549471,0,0,0.072133412552421,0,0,0,,,
5600739,83.242,0.141,0.188,0.319,73.9,16.1,8.2,2,14.49,187.86,82.8,210,8.4,2,3,0.004198451428437,0.166385033435773,0.004757152795545,0.006807492578692,0.120678726813921,0.00093641648568,0.007801030675866,0.024635473564747,0.05337380957848,29.55,197.98,303.24,0.055673832356765,0.373005256514121,0.571320911129114
5522071,75.124,0.123,0.248,0,18.6,7.8,18.6,1,9.76,115.19,75,0,4.13,1,1,0.038424744413632,0.040346118968486,0.014824261511,0.012973456942508,0.05445290246481,0.054808572213686,0,0,0.022955889797928,0,0,0,,,
5543573,76.977,0.14,0.215,0.576,75.8,14.2,7.6,2,10.87,132.13,76.9,560,6.33,2,0,0.012513563574686,0.120616588346508,0.011469574706545,0.0255139879408,0.13597175010428,0.015913369351873,0.026001182105148,0.02296807456168,0.066267066908584,21.37,392.86,252.97,0.032029376498801,0.588818944844125,0.379151678657074
5522575,76.37,0.128,0.127,0.263,43.2,13,13,3,9.93,115.41,74.5,260,5.33,3,3,0.034401855973314,0.06292583913293,0.009366215776785,0.020657317488564,0.076996508369987,0.004098315749267,0.029260868771951,0.021402491659678,0.021120442007491,1098.33,127.33,184.48,0.778880111194633,0.090295998978825,0.130823889826542
