raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr008540034-80d_kepler_v1_cor-filt-inp.fits,8540034,0.0078531158573564,55790.15461978036,54953.5396272987,56423.9932120759,1.0000138944425996,283.20972764492853,FALSE,150.80955803541696,198.2255574055717,185.19103060031333,185.19103060031333,181.6725474013186,67.43646955660297,2.693980699105716,24.72834660400458,2746.3007591317514,1.4990470843980228,459.6848939767391,51.10986255816382,76.04067053311928,281.82928867631995,171.37698370162596,194.82418280301536,13.259225692934224,-212021.8274724743,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
