parameter,mean,sd,Q16,Q50,Q84
Pn,101.25513236015229,25.932502628643228,105.65265822980946,109.2297312901612,111.51223125515013
A1,13068.788198761256,3524.818490029056,11430.220220469215,14006.594807118809,15592.96722900896
b1,1.5022917324794034,0.31758707497949307,1.3290804110341814,1.4026880077161064,1.540255194998257
A2,424.64698819750606,12.652160407546964,413.4362505635067,425.0424946010682,436.60453557391196
b2,48.27796616453523,1.57369334855548,46.951592116700574,48.33442596657192,49.710641196249306
A3,63.768368185556554,35.157426108319335,47.072876221431244,53.90114497772427,62.588059213259974
b3,167.32639700708552,21.8519084836987,150.2116439323731,160.2198173947746,184.9367711122631
Pg,187.49313782563527,21.183573551494295,174.41763658485385,183.50334221002578,194.54995455963135
numax,214.83496649106192,6.602455381967542,212.2154194980286,212.81207507553273,213.63964708219723
sigmaEnv,15.913590594202,9.34008300385788,12.258118731300062,12.996104493168453,14.045058141963137
lnprob,-227143.0968331342,119.14967794428225,-227110.82950361748,-227103.89320542384,-227101.5635885606
