frequency,linewidth,snr,height,AIC,amplitude
111.9458866097189,0.004025961541003653,NA,9.268971775308534,31.71067797631258,0.34239351237536975
117.99451070371333,NA,NA,11.253381896319011,15.467131107849127,0.37726913470898943
120.3198866150492,0.004025961541046286,NA,9.816117720522401,22.199442030556384,0.35235434095516316
121.84975200063839,0.004025961541032075,NA,8.886458801564308,18.619360253738705,0.33525411189452337
122.98104719366619,0.004025961541046286,NA,11.89355887545056,52.30776216027152,0.3878516654490164
123.00764346020321,NA,NA,13.054180608172453,16.080041338973388,0.40633530269787915
123.5446818094096,0.004025961541017864,NA,9.948240018581926,6.911222960749001,0.3547177121670585
123.56883757865573,0.004025961541017864,NA,24.725160926703953,22.982783250437933,0.559215642066683
123.58091546327881,0.004025961541032075,NA,13.107451668094404,2.459904892690247,0.4071635382960055
123.95130392505305,0.004025961540989442,NA,10.926417624911982,5.047759005909029,0.37174800388324475
123.96338180967611,0.004025961540989442,NA,13.034144402566296,5.828705249601626,0.4060233511327253
124.01571930970944,0.004025961541003653,NA,8.737137628791988,18.051772968945443,0.33242550386716313
124.37402988686058,0.0040259615410604965,NA,15.204259815013923,23.97809696238255,0.43852301205625666
124.40221161764778,0.004025961541003653,NA,14.359871928659212,31.53199216890789,0.4261721157076438
124.77260007942196,0.004025961541046286,NA,12.650529905277704,54.37337995834969,0.4000037898545075
129.11852666421314,NA,NA,11.263000623322533,18.464480600086972,0.37743033397098874
130.30829719833028,0.00402596154094681,NA,9.349987734341456,30.82082234031259,0.34388661153219124
130.6625818139404,0.004025961541032075,NA,11.543831972594518,39.01060681681702,0.3821067816522015
131.1537491219453,0.004025961541003653,NA,9.348040412390812,30.645776094963367,0.3438507990374666
135.18373662451054,0.004025961541003653,NA,16.656271328590275,75.27640705820522,0.45898515643399135
135.9874871989534,NA,NA,13.360267580084432,3.758211567910621,0.4110714599444545
136.0050327788795,0.004025961541088918,NA,11.824957107622286,18.048001885159465,0.3867314881845044
136.02516258658463,0.0040259615410604965,NA,13.204320029165213,19.727425198267156,0.40866530472413887
136.3633433560307,0.004025961541032075,NA,14.044037140796828,35.343310460950306,0.4214593877709502
136.40762893298196,0.004025961540975231,NA,10.82580745967946,35.41028962440032,0.3700325228175637
136.42539927719847,NA,NA,9.481459280375127,5.855777848526486,0.34629589178039916
136.94710777947918,0.004025961541032075,NA,31.808736667801675,90.04644372309122,0.6342828335712846
136.96139527723992,NA,NA,20.304845341851564,5.294801207564888,0.5067684746826836
136.97744826410872,NA,NA,20.304845341851564,4.184198722257861,0.5067684746826836
137.01152316413553,0.004025961541032075,NA,42.54823002321043,221.51012560914387,0.7335850912166871
137.0977559803256,NA,NA,13.345294360580326,20.461196158721577,0.41084104582030107
137.30762645853335,NA,NA,17.013080504340582,6.262761141544615,0.4638752760573211
137.32554816433543,0.004025961541003653,NA,22.03329395015889,14.914121146008256,0.5278973252534633
138.07437701096597,0.0040259615410604965,NA,23.967307496342116,95.50890407080442,0.5505786558591628
138.1083266803034,NA,NA,17.71294552697837,9.5093994616981945,0.47332031056528484
139.5101802973567,NA,NA,12.721081696200429,3.040199839946581,0.4011176462047037
139.52372316573465,0.004025961541032075,NA,11.877697506111469,38.537225562635285,0.38759295773129215
140.04709816606777,0.004025961540975231,NA,40.88054608495191,154.93022616995586,0.7190649027258151
144.87020009221482,0.004025961541003653,NA,16.263447541088063,55.890989432322385,0.4535404784452534
146.01357316986557,0.004025961541088918,NA,10.993075265764405,41.768807744723745,0.3728802215861308
146.5369481701988,0.004025961541032075,NA,37.59474728825408,109.65222935241763,0.6895620183990822
146.5585030985679,NA,NA,22.0226224185889,5.5205312656544265,0.5277694697664614
147.64811355552152,0.004025961541003653,NA,14.7925486464338,10.458089796535205,0.4325449543866543
147.66824336322665,0.004025961541003653,NA,12.62417806967706,2.143866273749154,0.39958695635941566
147.6964250940138,0.004025961541003653,NA,24.65731694810129,54.33502148333355,0.5584478922488562
148.15941067123157,0.004025961541032075,NA,40.702812275008284,41.84147072423366,0.7175000831631577
148.95884108857052,NA,NA,9.276061435927229,4.026265499902365,0.3425244324986989
148.98875874868259,0.004025961541003653,NA,19.683183862197406,22.825802917868714,0.4989504537554761
149.03304432563385,0.004025961541003653,NA,35.73516282111495,15.991393145282927,0.6722915147558464
149.06122605642105,0.004025961541003653,NA,68.74554362254926,22.612584680311556,0.9324638899727867
