raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr010031345-80d_kepler_v1_cor-filt-inp.fits,10031345,-0.1938066716191467,112459.31756389,54964.511723279,56423.9930365076,1.000014002676439,283.1977055909864,FALSE,89.2307085249212,120.0166356700732,120.0007751393913,120.0007751393913,451.2114037033838,209.3279171826912,2.155524259621752,172.99920631957298,12130.974736139522,1.1346227999841774,812.0664509633475,30.061913972680713,136.5541820245922,94.47460228763076,280.3086796572595,119.019776528855,13.361043317793971,-237928.2914872359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
