parameter,mean,sd,Q16,Q50,Q84
Pn,130.8962876650512,1.1484267423442727,129.74026675818786,130.88605799151784,132.04646780477236
A1,24228.668886355015,3973.0252311736635,20705.208589616883,23738.44455296577,27595.95660305978
b1,0.8332865265966424,0.09967122953340982,0.7396327191207096,0.837738339571617,0.92777065726149
A2,3984.7343105714353,161.9778022107541,3826.8309116171863,3980.276366740596,4144.226654445149
b2,16.808422726153093,0.5648991151567241,16.249186875773177,16.80339763357784,17.36513509711157
A3,1051.3923967277321,55.681498719550184,995.5942245856214,1051.495472856087,1106.4379139100706
b3,55.49737491255092,1.1878640144350412,54.30287379500362,55.49820251207049,56.67775891884178
Pg,1991.09856505829,64.39652941908287,1926.760340782846,1990.9941802545434,2055.140534521448
numax,67.39806943646514,0.1969886131302268,67.20262694607122,67.40068600529071,67.59426932396158
sigmaEnv,7.040561761467643,0.18012891866980063,6.860598528380473,7.0380002861832835,7.220500561446108
lnprob,-222653.8218991727,2.292585102044548,-222656.0102859017,-222653.47982283804,-222651.6183011072
