parameter,mean,sd,Q16,Q50,Q84
Pn,58.07004132537139,1.2031051292814048,56.87450487086618,58.10730172979031,59.254067305125545
A1,7234.007297134544,1093.2760782391815,6384.073708501351,7284.199380259504,8202.254448424435
b1,0.9523278471050269,0.07705201770995307,0.8865447712877137,0.9420575386473318,1.0095614165620947
A2,494.86244989294477,13.118444668235744,481.99393905405145,495.26098848181846,507.67261589100934
b2,39.6342841582076,0.8805079958761739,38.76340573552558,39.64213023591671,40.5049209914096
A3,104.82751748542658,4.73273247401143,100.20874127166822,104.62357529963064,109.4404176789656
b3,148.89376222608954,6.9406143561988545,142.05573223867813,148.88700113172249,155.654595332009
Pg,221.68978796419518,7.644817046534497,214.01233333736118,221.59445164212727,229.31536567058765
numax,159.9649596072883,0.36411864330280774,159.60784502182003,159.97284842084068,160.32091958328166
sigmaEnv,11.756882552576807,0.42867552740715653,11.330986145434805,11.751063427572738,12.180247742987094
lnprob,-211789.29615015714,5.24447142244746,-211791.13349548128,-211788.1257976018,-211786.17978954813
