parameter,mean,sd,Q16,Q50,Q84
Pn,99.89780834369616,1.5152016328360494,98.58519842458588,100.03438418228629,101.2978579848611
A1,9937.493389705649,2916.1767733808715,8401.537179652063,10668.124304006318,12112.602919882476
b1,1.2187547296211794,0.7152474726801866,0.9196261641018152,0.9985623459977298,1.1608685111693264
A2,1209.591198036779,51.19658560148268,1172.1030023608762,1215.1611824165914,1254.2134536115154
b2,30.358107370296942,1.3144623390852341,29.327504584433633,30.15092045279546,31.09883285226773
A3,290.7470916055542,22.107562005523615,275.5022213446373,292.9428397218217,309.7354456088033
b3,100.72360287681923,4.181396235577936,96.6706828089475,100.4497218112906,104.5523547681615
Pg,633.3505981861056,29.059328177585726,615.2099211904338,637.5411035852347,656.8390011446857
numax,125.50352980166376,0.2882030261495098,125.22266546474675,125.49772900485884,125.77438365778748
sigmaEnv,11.29372102771508,0.47116539065774926,10.89702407431963,11.232963862160581,11.618719556127633
lnprob,-236710.86628886714,44.74341350937441,-236702.36647544202,-236696.5721126247,-236694.39993585675
