parameter,mean,sd,Q16,Q50,Q84
Pn,74.70451632435244,6.474951395379686,68.7340556441541,74.02728103924501,82.12246321285204
A1,12739.89969449847,4954.360997884171,4401.508294338204,14457.342841559923,16502.18289317355
b1,1.1320452940907193,0.45193007347341585,0.8978901276190009,0.9569071520588679,1.4097128209390344
A2,521.437795321131,19.209714729117472,504.9000911721905,519.5522378210336,536.6917474102008
b2,42.358682431579155,1.5693264630028294,41.34699582142096,42.62156444047743,43.5345829617743
A3,102.62547731235756,8.760655931708294,95.97311182316061,100.98448363284137,108.731405204548
b3,208.24741866911623,36.800329588121,178.43459883782864,216.70607221265246,237.64877612283584
Pg,147.00317106443143,10.085812530818632,137.88890193616555,147.8997154073458,156.38102124363223
numax,178.09942607381208,1.921107318487084,177.44087640662127,178.68917631228544,179.32247215537217
sigmaEnv,13.620327845180135,3.349893392707578,11.568637945941502,12.388695283621185,16.14667081781031
lnprob,-223179.49722150856,129.76884329183554,-223258.73212499675,-223125.2455264724,-223122.7737152216
