raw_data,KIC,mean,var,start_date,end_date,fill_factor,nuNyq,numax0_flag,numax_var,numax_CWTMexHat,numax_Morlet,numax0,Hmax,Bmax,HBR,Pn,A1,b1,A2,b2,A3,b3,Pg,numax,sigmaEnv,lnprob,npeaks,DeltaNu,DeltaNu_sd,dNu02,eps_p,eps_p_sd,alpha,alpha_sd,Central_DeltaNu,Central_DeltaNu_sd,Central_eps_p,Central_eps_p_sd,Central_alpha,Central_alpha_sd,gamma0,modeIDFlag
hlsp_kepseismic_kepler_phot_kplr007530088-80d_kepler_v1_cor-filt-inp.fits,7530088,-0.1967721440352927,103346.16474313964,54953.5389962196,56423.9963005977,1.0000138951547284,283.2090112506785,FALSE,95.05834656829886,171.07773156759106,164.40306322761788,164.40306322761788,357.36952690934675,133.24809464917058,2.6819860190141283,91.61353898950308,16219.21653664302,1.1651829927348163,701.7015610556042,40.80242090217469,127.78625389038928,151.3271698835974,298.81569369215816,165.06144349142542,12.198420476043095,-231037.83605755027,71,13.360725162562803,0.003535833725051933,1.6669099740300073,1.3054709659028398,0.0033365807988493005,0.003291965150951231,4.373936203080366e-4,13.336902979346819,0.004387398398977947,1.3282582922377706,0.004132391455101373,5.398147162878568e-4,0.001079303991035769,0.03325042288456272,0
